Index,Reference,Hypothesis
1,A URINAL IN A PUBLIC RESTROOM NEAR A WOODEN TABLE,A URINAL IN A PUBLIC VESTROOM FUTR FINISHE A DOG
2,A WHITE URINAL WHITE TILES A RED TABLE WITH A DISH,AWHITE URNAL IA TOPIN SIATED Y TOB OF NT ABOOK
3,A TABLE WITH A PLATE OF FOOD AND A URINAL BASIN,A TABLE  A PLATE OF ON OTE OISN
4,A LITTLE RED TABLE WITH A PLATE ON IT IN THE BATHROOM,A LITTLE RED TABLE WITH A LAING CUCH IN THE BEDHROOM
5,A URINAL NEXT TO A RED TABLE WITH A PLATE SITTING ON THE TABLE, WINDOW WITH AN OLDFATIONE BAD RON  ONSESSION OF  SIDWR
6,A WOMAN HOLDING AN UMBRELLA WALKS PAST THE SIDE OF A BUS WITH A LARGE ADVERTISEMENT ON THE SIDE,AN ALD ARAWEIC CLOCKS PASSED THE SIDE OF A BICE WITH A LARGE APPLETIZENA ON HE SIDE
7,A WOMAN WITH AN UMBRELLA IS WALKING PAST A BUS,ALOOEN ALIT AN UMBRELLA IS WALKININ PASTA VUSE
8,A WOMAN WALKING DOWN THE SIDEWALK NEXT TO A BUS,A MAN IS WALKING DOWN HE SIDEWALK EXCYCLE IA 
9,WOMAN WALKING NEXT TO COMMUTER BUS WITH UMBRELLA ON RAINY DAY,MAN WALKING NEXT TO A COMMETER PLASSIC UMBRELLA ON A RAINSTAL
10,A WOMAN HOLDING AN UMBRELLA AND WALKING BESIDE A BUS,O STOREN DING INTO A CROWN HAT IS WALKING BESIDE A BUS
11,BLACK AND WHITE PHOTOGRAPH OF YOUNG SCHOOLBOYS,A WHIKE AND WHITE PHOTOGRAPH ORIO STIN RON
12,A BLACK AND WHITE PHOTO OF CHILDREN SITING POSING FOR A PHOTO,A BLACK AND WHITE POTE WITH A CESSITTAN A CRIBLE BA ON TA
13,A GROUP OF BOYS IN SUITS HOLDING A CHALKBOARD,A GRIOP OF BRI TRUCKS THAT S ALL ON TIME
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A SCHOO OCYAS ATI IN ABIINLADERT SIN ANATOUCHOFAANWITE VAVIETY
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SO PASTRAF ADOG IESPO OFFICES ARE
16,A MAN ON SKIS FLY THROUGH THE SKY,IANG MAN ON A SPON ICYFLIGHT OVER THE SKY BY THE TAN
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN TE STEEP HIL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A MAN ON EKIN OVERALI IOL TORDING A
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SKIERISMIVING PARKD ON JUMPUF EA
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH A AIRPORTIN AT I
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A BATTER STANCEPLACE WITH THE CATCHER TINTIONT TO ATCH I ITT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,ETITANES OF A CESTUM TRINKINN OF A ARRIER PAR POSING OAN ASSO DIN
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A KITTER IS SATING OT THE PITCH TO ANOP BY BALL
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER PROWE AS IN WAITS ON A PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BAT AND OL A TIN  RACKET
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY ON THE CONTROLDE WOSOTHER OERFEL
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER I I
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,I PICTURE THO THE JATO S E PLANT VINI AN VANGLES N READ OT FRENDS BY
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROO WITH A SCHOO
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO CORAGE TWO CO ANICH POS PATED ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A PARKITH AKIN RIGDT THROUGH A DINING RODOR
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRR WALKING ONTA SHAFFI DOG IT NEXT TO A TA
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POLICE WALKING INSIDE OF A CAFESTERIAN AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,COUPE OFFE CHIN IL ASOR A ITERY ANSESON
